Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"В наличии";"Основной артикул";"Краткое описание";Описание;Наклейка;Статус;"Тип товаров";Теги;"Облагается налогом";Заголовок;"META Keywords";"META Description";"Ссылка на витрину";"Адрес видео на YouTube или Vimeo";"Дополнительные параметры";Диаметр;Высота;Нагрузка;"Габариты площадки";Изображения;Изображения;Изображения;Изображения;Изображения;Изображения
"Колесо термостойкое поворотное 80";;EM01VKV80;USD;6.84;1;5.18;0;0;1;;;;1;Колесо;;;;;;koleso-termostoykoe-povorotnoe-80;;;80;106;120;85x100;https://mfk-torg.ru/wa-data/public/shop/products/40/16/1640/images/1265/1265.970.jpg;;;;;
